"",BBK01.WZ9810,BBK01.WZ9810_FLAGS
"",Term structure of interest rates on listed Federal securities (method by Svensson) / residual maturity of 2.0 years / end of month,
unit,PROZENT,
unit multiplier,one,
last update,2018-05-02 14:39:40,
1972-09,6.26,
1972-10,7.68,
1972-11,7.88,
1972-12,8.07,
1973-01,7.32,
1973-02,7.25,
1973-03,7.82,
1973-04,8.69,
1973-05,9.33,
1973-06,9.10,
1973-07,10.25,
1973-08,9.30,
1973-09,9.48,
1973-10,9.24,
1973-11,9.60,
1973-12,9.48,
1974-01,9.26,
1974-02,10.14,
1974-03,9.99,
1974-04,10.02,
1974-05,9.87,
1974-06,9.57,
1974-07,9.63,
1974-08,9.79,
1974-09,9.78,
1974-10,9.63,
1974-11,8.84,
1974-12,8.77,
1975-01,7.56,
1975-02,6.93,
1975-03,6.95,
1975-04,6.59,
1975-05,6.30,
1975-06,6.49,
1975-07,6.33,
1975-08,6.38,
1975-09,6.43,
1975-10,6.48,
1975-11,6.51,
1975-12,6.40,
1976-01,6.06,
1976-02,5.64,
1976-03,5.59,
1976-04,5.59,
1976-05,6.11,
1976-06,6.14,
1976-07,6.74,
1976-08,6.78,
1976-09,6.51,
1976-10,6.46,
1976-11,5.93,
1976-12,6.08,
1977-01,5.98,
1977-02,5.91,
1977-03,5.41,
1977-04,5.14,
1977-05,5.03,
1977-06,4.94,
1977-07,4.92,
1977-08,4.77,
1977-09,4.72,
1977-10,4.75,
1977-11,4.77,
1977-12,4.70,
1978-01,4.32,
1978-02,4.24,
1978-03,4.21,
1978-04,4.18,
1978-05,4.34,
1978-06,4.68,
1978-07,5.10,
1978-08,5.29,
1978-09,5.13,
1978-10,5.11,
1978-11,5.12,
1978-12,5.29,
1979-01,5.59,
1979-02,5.82,
1979-03,6.05,
1979-04,6.83,
1979-05,7.36,
1979-06,7.53,
1979-07,7.60,
1979-08,7.55,
1979-09,7.77,
1979-10,8.25,
1979-11,8.19,
1979-12,8.19,
1980-01,8.39,
1980-02,9.05,
1980-03,10.03,
1980-04,9.23,
1980-05,8.80,
1980-06,8.23,
1980-07,7.92,
1980-08,7.98,
1980-09,8.26,
1980-10,8.46,
1980-11,8.80,
1980-12,9.15,
1981-01,9.23,
1981-02,10.75,
1981-03,10.64,
1981-04,10.88,
1981-05,12.24,
1981-06,11.84,
1981-07,11.92,
1981-08,12.33,
1981-09,11.65,
1981-10,10.83,
1981-11,9.88,
1981-12,10.11,
1982-01,10.02,
1982-02,9.83,
1982-03,9.28,
1982-04,8.77,
1982-05,8.76,
1982-06,9.38,
1982-07,9.20,
1982-08,8.66,
1982-09,8.22,
1982-10,7.70,
1982-11,7.68,
1982-12,7.09,
1983-01,6.65,
1983-02,6.60,
1983-03,6.11,
1983-04,6.36,
1983-05,7.07,
1983-06,7.31,
1983-07,7.38,
1983-08,7.63,
1983-09,7.70,
1983-10,7.48,
1983-11,7.56,
1983-12,7.70,
1984-01,7.38,
1984-02,6.98,
1984-03,6.83,
1984-04,6.78,
1984-05,7.13,
1984-06,7.16,
1984-07,7.33,
1984-08,6.97,
1984-09,6.71,
1984-10,6.45,
1984-11,6.17,
1984-12,6.04,
1985-01,6.32,
1985-02,7.09,
1985-03,6.90,
1985-04,6.60,
1985-05,6.18,
1985-06,5.95,
1985-07,5.68,
1985-08,5.19,
1985-09,5.23,
1985-10,5.68,
1985-11,5.44,
1985-12,5.30,
1986-01,5.13,
1986-02,4.93,
1986-03,4.74,
1986-04,4.69,
1986-05,5.03,
1986-06,5.02,
1986-07,4.84,
1986-08,4.76,
1986-09,4.82,
1986-10,4.94,
1986-11,4.98,
1986-12,4.98,
1987-01,4.52,
1987-02,4.42,
1987-03,4.30,
1987-04,4.18,
1987-05,4.05,
1987-06,4.13,
1987-07,4.47,
1987-08,4.71,
1987-09,4.90,
1987-10,4.87,
1987-11,4.39,
1987-12,4.27,
1988-01,4.26,
1988-02,3.98,
1988-03,4.08,
1988-04,4.35,
1988-05,4.57,
1988-06,5.03,
1988-07,5.73,
1988-08,5.96,
1988-09,5.53,
1988-10,5.21,
1988-11,5.35,
1988-12,5.76,
1989-01,6.36,
1989-02,7.06,
1989-03,6.87,
1989-04,6.79,
1989-05,7.15,
1989-06,6.96,
1989-07,6.71,
1989-08,6.96,
1989-09,7.37,
1989-10,7.65,
1989-11,7.84,
1989-12,7.66,
1990-01,8.12,
1990-02,8.86,
1990-03,8.82,
1990-04,8.92,
1990-05,8.84,
1990-06,8.72,
1990-07,8.56,
1990-08,8.92,
1990-09,8.96,
1990-10,8.83,
1990-11,8.95,
1990-12,9.03,
1991-01,8.99,
1991-02,8.63,
1991-03,8.68,
1991-04,8.74,
1991-05,8.64,
1991-06,8.80,
1991-07,9.09,
1991-08,8.89,
1991-09,8.92,
1991-10,8.99,
1991-11,9.00,
1991-12,8.97,
1992-01,8.50,
1992-02,8.55,
1992-03,8.81,
1992-04,8.93,
1992-05,8.89,
1992-06,9.01,
1992-07,9.11,
1992-08,9.10,
1992-09,8.12,
1992-10,7.48,
1992-11,7.33,
1992-12,7.16,
1993-01,7.01,
1993-02,6.36,
1993-03,6.21,
1993-04,6.36,
1993-05,6.38,
1993-06,6.21,
1993-07,5.93,
1993-08,5.74,
1993-09,5.66,
1993-10,5.33,
1993-11,5.12,
1993-12,4.95,
1994-01,5.00,
1994-02,5.51,
1994-03,5.47,
1994-04,5.55,
1994-05,5.60,
1994-06,5.74,
1994-07,5.63,
1994-08,5.93,
1994-09,6.38,
1994-10,6.26,
1994-11,6.26,
1994-12,6.65,
1995-01,6.34,
1995-02,6.24,
1995-03,5.54,
1995-04,5.40,
1995-05,4.89,
1995-06,5.28,
1995-07,5.05,
1995-08,4.78,
1995-09,4.54,
1995-10,4.41,
1995-11,4.06,
1995-12,3.86,
1996-01,3.65,
1996-02,3.99,
1996-03,4.01,
1996-04,3.80,
1996-05,3.94,
1996-06,4.29,
1996-07,4.09,
1996-08,3.88,
1996-09,3.74,
1996-10,3.74,
1996-11,3.63,
1996-12,3.55,
1997-01,3.47,
1997-02,3.55,
1997-03,3.75,
1997-04,3.66,
1997-05,3.72,
1997-06,3.54,
1997-07,3.78,
1997-08,3.96,
1997-09,4.09,
1997-10,4.39,
1997-11,4.34,
1997-12,4.20,
1998-01,3.93,
1998-02,3.94,
1998-03,4.09,
1998-04,4.22,
1998-05,4.03,
1998-06,4.02,
1998-07,3.97,
1998-08,3.54,
1998-09,3.48,
1998-10,3.38,
1998-11,3.31,
1998-12,3.14,
1999-01,2.89,
1999-02,3.13,
1999-03,2.94,
1999-04,2.73,
1999-05,2.84,
1999-06,3.27,
1999-07,3.46,
1999-08,3.62,
1999-09,3.73,
1999-10,4.04,
1999-11,4.10,
1999-12,4.26,
2000-01,4.48,
2000-02,4.51,
2000-03,4.48,
2000-04,4.70,
2000-05,5.02,
2000-06,4.99,
2000-07,5.16,
2000-08,5.26,
2000-09,5.10,
2000-10,5.12,
2000-11,4.90,
2000-12,4.51,
2001-01,4.39,
2001-02,4.36,
2001-03,4.20,
2001-04,4.61,
2001-05,4.41,
2001-06,4.30,
2001-07,4.15,
2001-08,3.91,
2001-09,3.50,
2001-10,3.19,
2001-11,3.43,
2001-12,3.70,
2002-01,4.02,
2002-02,3.91,
2002-03,4.30,
2002-04,4.10,
2002-05,4.27,
2002-06,3.99,
2002-07,3.70,
2002-08,3.49,
2002-09,3.16,
2002-10,3.20,
2002-11,3.16,
2002-12,2.79,
2003-01,2.63,
2003-02,2.42,
2003-03,2.48,
2003-04,2.56,
2003-05,2.16,
2003-06,2.21,
2003-07,2.41,
2003-08,2.70,
2003-09,2.37,
2003-10,2.77,
2003-11,2.85,
2003-12,2.66,
2004-01,2.56,
2004-02,2.30,
2004-03,2.19,
2004-04,2.56,
2004-05,2.68,
2004-06,2.79,
2004-07,2.70,
2004-08,2.53,
2004-09,2.61,
2004-10,2.52,
2004-11,2.41,
2004-12,2.53,
2005-01,2.44,
2005-02,2.57,
2005-03,2.55,
2005-04,2.27,
2005-05,2.21,
2005-06,2.04,
2005-07,2.27,
2005-08,2.25,
2005-09,2.39,
2005-10,2.61,
2005-11,2.78,
2005-12,2.86,
2006-01,2.97,
2006-02,3.05,
2006-03,3.31,
2006-04,3.44,
2006-05,3.41,
2006-06,3.61,
2006-07,3.55,
2006-08,3.54,
2006-09,3.56,
2006-10,3.71,
2006-11,3.68,
2006-12,3.89,
2007-01,3.99,
2007-02,3.89,
2007-03,4.02,
2007-04,4.17,
2007-05,4.39,
2007-06,4.48,
2007-07,4.33,
2007-08,4.07,
2007-09,4.09,
2007-10,4.07,
2007-11,3.81,
2007-12,4.08,
2008-01,3.46,
2008-02,3.21,
2008-03,3.56,
2008-04,3.83,
2008-05,4.32,
2008-06,4.62,
2008-07,4.38,
2008-08,4.14,
2008-09,3.47,
2008-10,2.50,
2008-11,2.13,
2008-12,1.83,
2009-01,1.59,
2009-02,1.37,
2009-03,1.30,
2009-04,1.42,
2009-05,1.41,
2009-06,1.41,
2009-07,1.42,
2009-08,1.38,
2009-09,1.31,
2009-10,1.41,
2009-11,1.27,
2009-12,1.33,
2010-01,1.19,
2010-02,0.93,
2010-03,0.97,
2010-04,0.83,
2010-05,0.49,
2010-06,0.52,
2010-07,0.81,
2010-08,0.58,
2010-09,0.78,
2010-10,1.03,
2010-11,0.88,
2010-12,0.87,
2011-01,1.45,
2011-02,1.48,
2011-03,1.81,
2011-04,1.87,
2011-05,1.66,
2011-06,1.61,
2011-07,1.27,
2011-08,0.68,
2011-09,0.59,
2011-10,0.59,
2011-11,0.40,
2011-12,0.14,
2012-01,0.19,
2012-02,0.22,
2012-03,0.22,
2012-04,0.09,
2012-05,0.01,
2012-06,0.12,
2012-07,-0.08,
2012-08,-0.04,
2012-09,0.01,
2012-10,0.03,
2012-11,-0.02,
2012-12,-0.04,
2013-01,0.26,
2013-02,0.02,
2013-03,-0.07,
2013-04,-0.01,
2013-05,0.03,
2013-06,0.17,
2013-07,0.15,
2013-08,0.20,
2013-09,0.13,
2013-10,0.12,
2013-11,0.11,
2013-12,0.24,
2014-01,0.08,
2014-02,0.11,
2014-03,0.14,
2014-04,0.15,
2014-05,0.04,
2014-06,0.01,
2014-07,0.00,
2014-08,-0.04,
2014-09,-0.10,
2014-10,-0.04,
2014-11,-0.03,
2014-12,-0.10,
2015-01,-0.16,
2015-02,-0.24,
2015-03,-0.24,
2015-04,-0.22,
2015-05,-0.23,
2015-06,-0.24,
2015-07,-0.26,
2015-08,-0.22,
2015-09,-0.26,
2015-10,-0.34,
2015-11,-0.42,
2015-12,-0.35,
2016-01,-0.48,
2016-02,-0.56,
2016-03,-0.52,
2016-04,-0.50,
2016-05,-0.53,
2016-06,-0.66,
2016-07,-0.64,
2016-08,-0.64,
2016-09,-0.72,
2016-10,-0.63,
2016-11,-0.80,
2016-12,-0.80,
2017-01,-0.70,
2017-02,-0.92,
2017-03,-0.74,
2017-04,-0.74,
2017-05,-0.74,
2017-06,-0.60,
2017-07,-0.68,
2017-08,-0.74,
2017-09,-0.73,
2017-10,-0.77,
2017-11,-0.71,
2017-12,-0.64,
2018-01,-0.54,
2018-02,-0.56,
2018-03,-0.60,
2018-04,-0.56,
